CODIGO_ENTIDAD|NOMBRE|TIPO_GESTION|ESTADO_LICENCIAMIENTO|PERIODO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|DEPARTAMENTO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|DENOMINACION_PROGRAMA|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL;
027|UNIVERSIDAD NACIONAL DEL CALLAO|PUBLICO|LICENCIA OTORGADA|6|S|UNC-CALLAO|CALLAO|PROV. CONST. DEL CALLAO|SL01|CALLAO|PROV. CONST. DEL CALLAO|BELLAVISTA|-12.0612769|-77.1173082|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD PROFESIONAL EN SALUD FAMILIAR Y COMUNITARIA|POSGRADO|SEGUNDA ESPECIALIDAD|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
008|PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|ANTROPOLOGIA|PREGRADO|CARRERA PROFESIONAL|22|HUMANIDADES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
054|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPC-LIMA|LIMA|LIMA|SL05|LIMA|LIMA|SAN ISIDRO|-12.0868407|-77.0499283|AUTORIZADO POR LIC.|MAESTRIA EN ADMINISTRACION DE EMPRESAS INTERNACIONAL|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
055|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F02|UPN-LIMA|LIMA|LIMA|F02L02|LIMA|LIMA|LIMA|-12.0582506|-77.0586501|AUTORIZADO POR LIC.|TERAPIA FISICA Y REHABILITACION|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
008|PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|FISICA|POSGRADO|DOCTORADO|53|CIENCIAS FISICAS Y QUIMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA HIPERBARICA Y SUBACUATICA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PUBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD PROFESIONAL EN GERENCIA Y ADMINISTRACION EN SALUD|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
029|UNIVERSIDAD DE PIURA|PRIVADO|LICENCIA OTORGADA|8|S|UDEP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|PIURA|-5.1766923|-80.6346434|AUTORIZADO POR LIC.|MAESTRIA EN CIENCIAS DE LA EDUCACION CON MENCION EN DIDACTICA DE LA ENSEÑANZA DE LAS MATEMATICAS EN EDUCACION SECUNDARIA|POSGRADO|MAESTRIA|12|EDUCACION SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
035|UNIVERSIDAD NACIONAL DE UCAYALI|PUBLICO|LICENCIA OTORGADA|6|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|UCAYALI|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD INTERDISCIPLINARIA, CON MENCION EN: ADMINISTRACION Y GERENCIA DE LOS SERVICIOS DE SALUD|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
005|UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA|PUBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|CIRUGIA|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.13402606|-77.02627908|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN RADIOLOGIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
068|UNIVERSIDAD CIENTIFICA DEL SUR S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UCS-LIMA|LIMA|LIMA|SL04|LIMA|LIMA|MIRAFLORES|-12.1194134|-77.0261271|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN MEDICINA INTENSIVA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|ECOSISTEMAS Y RECURSOS ACUATICOS|POSGRADO|MAESTRIA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
124|UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA|PUBLICO|LICENCIA OTORGADA|6|S|UNISCJSA-JUNIN|JUNIN|CHANCHAMAYO|SL01|JUNIN|CHANCHAMAYO|CHANCHAMAYO|-11.0565086|-75.3321123|AUTORIZADO POR LIC.|INGENIERIA CIVIL|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
030|UNIVERSIDAD RICARDO PALMA|PRIVADO|LICENCIA OTORGADA|6|S01|URP-LIMA|LIMA|LIMA|S01L01|LIMA|LIMA|SANTIAGO DE SURCO|-12.1318458|-76.9796463|AUTORIZADO POR LIC.|MAESTRIA EN ADMINISTRACION DE NEGOCIOS|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PUBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|MAESTRIA EN EDUCACION, MENCION: LINGUISTICA Y COMUNICACION|POSGRADO|MAESTRIA|19|OTROS PROGRAMAS EN EDUCACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA EN CUIDADO ENFERMERO EN GASTROENTEROLOGIA, ENDOSCOPIA Y PROCEDIMIENTOS ESPECIALES|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
057|UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.|PRIVADO|LICENCIA OTORGADA|6|S|USIL-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA MOLINA|-12.0734444|-76.9521089|AUTORIZADO POR LIC.|INGENIERIA MECATRONICA|PREGRADO|CARRERA PROFESIONAL|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
067A|UNIVERSIDAD CONTINENTAL S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F02|UCONTINENTAL-CUSCO|CUSCO|CUSCO|F02L03|CUSCO|CUSCO|SAN JERONIMO|-13.523012|-71.9488597|AUTORIZADO POR LIC.|ADMINISTRACION Y GESTION PUBLICA|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
005|UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA|PUBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|NEFROLOGIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
029|UNIVERSIDAD DE PIURA|PRIVADO|LICENCIA OTORGADA|8|S|UDEP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|PIURA|-5.1766923|-80.6346434|AUTORIZADO POR LIC.|MAESTRIA EN DIRECCION DE PROYECTOS|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
057|UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.|PRIVADO|LICENCIA OTORGADA|6|S|USIL-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LA MOLINA|-12.072888|-76.9516609|AUTORIZADO POR LIC.|INGENIERIA DEL AGUA|PREGRADO|CARRERA PROFESIONAL|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
052A|UNIVERSIDAD CESAR VALLEJO S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F01|UPCV-PIURA|PIURA|PIURA|F01L01|PIURA|PIURA|VEINTISEIS DE OCTUBRE|-5.168798939|-80.65734342|AUTORIZADO POR LIC.|MAESTRIA EN ADMINISTRACION DE LA EDUCACION|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
015|UNIVERSIDAD CATOLICA DE SANTA MARIA|PRIVADO|LICENCIA OTORGADA|6|S|UCSM-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4061786|-71.5476298|AUTORIZADO POR LIC.|MEDICINA FAMILIAR Y COMUNITARIA|POSGRADO|SEGUNDA ESPECIALIDAD|02|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
038|UNIVERSIDAD PERUANA UNION|PRIVADO|LICENCIA OTORGADA|6|S|UPEU-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LURIGANCHO|-11.989087|-76.839662|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD DE ENFERMERIA EN CARDIOLOGIA|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
080|UNIVERSIDAD ANTONIO RUIZ DE MONTOYA|PRIVADO|LICENCIA OTORGADA|6|S|UARM-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|PUEBLO LIBRE|-12.073037|-77.0744892|AUTORIZADO POR LIC.|EDUCACION SECUNDARIA CON ESPECIALIDAD EN FILOSOFIA Y CIENCIAS HISTORICO SOCIALES|PREGRADO|CARRERA PROFESIONAL|12|EDUCACION SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
007|UNIVERSIDAD NACIONAL AGRARIA LA MOLINA|PUBLICO|LICENCIA OTORGADA|8|S|UNALM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LA MOLINA|-12.0817493|-76.9431895|AUTORIZADO POR LIC.|ECONOMIA|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
065|UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UTP-LIMA|LIMA|LIMA|SL09|LIMA|LIMA|SAN JUAN DE LURIGANCHO|-11.98329601|-77.00953028|AUTORIZADO POR LIC.|CONTABILIDAD FINANCIERA|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
014|UNIVERSIDAD PERUANA CAYETANO HEREDIA|PRIVADO|LICENCIA OTORGADA|10|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MARTIN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|PSICOLOGIA CLINICA|POSGRADO|MAESTRIA|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|CIRUGIA BUCAL Y MAXILO FACIAL|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
074A|ASOCIACION CIVIL UNIVERSIDAD CATOLICA DE TRUJILLO BENEDICTO XVI|PRIVADO|LICENCIA OTORGADA|6|S|UCT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL03|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1016825|-79.041817|AUTORIZADO POR LIC.|EDUCACION INICIAL|PREGRADO|CARRERA PROFESIONAL|11|EDUCACION INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
055|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPN-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL03|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.0950664|-79.0498645|AUTORIZADO POR LIC.|INGENIERIA GEOLOGICA|PREGRADO|CARRERA PROFESIONAL|53|CIENCIAS FISICAS Y QUIMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
008|PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|POLITICA Y GESTION UNIVERSITARIA|POSGRADO|MAESTRIA|19|OTROS PROGRAMAS EN EDUCACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|DIRECCION DE EMPRESAS INDUSTRIALES Y DE SERVICIOS|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
019|UNIVERSIDAD DE SAN MARTIN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|CARDIOLOGIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
019|UNIVERSIDAD DE SAN MARTIN DE PORRES|PRIVADO|LICENCIA OTORGADA|6|S|USMP-LIMA|LIMA|LIMA|SL09|LIMA|LIMA|JESUS MARIA|-12.0775042|-77.042698|AUTORIZADO POR LIC.|OBSTETRICIA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
018|UNIVERSIDAD DE LIMA|PRIVADO|LICENCIA OTORGADA|6|S|UL-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTIAGO DE SURCO|-12.0847243|-76.9710095|AUTORIZADO POR LIC.|CARRERA DE ECONOMIA|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
080|UNIVERSIDAD ANTONIO RUIZ DE MONTOYA|PRIVADO|LICENCIA OTORGADA|6|S|UARM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|PUEBLO LIBRE|-12.0701464|-77.0586948|AUTORIZADO POR LIC.|SEGUNDA TITULACION PARA PROFESIONALES DE OTRAS CARRERAS DISTINTAS A EDUCACION, QUE CUENTAN CON GRADO DE BACHILLER Y TITULO PROFESIONAL, CONDUCENTE A LA LICENCIATURA EN EDUCACION|POSGRADO|SEGUNDA ESPECIALIDAD|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
005|UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA|PUBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|INGENIERIA DE PROYECTOS|POSGRADO|SEGUNDA ESPECIALIDAD|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
008|PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|LOGISTICA|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
079|UNIVERSIDAD ESAN|PRIVADO|LICENCIA OTORGADA|6|S|UE-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SANTIAGO DE SURCO|-12.1048857|-76.9616022|AUTORIZADO POR LIC.|MAESTRIA EN SUPPLY CHAIN MANAGEMENT|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
046|UNIVERSIDAD PRIVADA ANTENOR ORREGO|PRIVADO|LICENCIA OTORGADA|6|S|UPAO-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1270487|-79.0314756|AUTORIZADO POR LIC.|DOCTORADO EN CIENCIAS DE LA SALUD|POSGRADO|DOCTORADO|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
054|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UPC-LIMA|LIMA|LIMA|SL10|LIMA|LIMA|CHORRILLOS|-12.1964766|-77.0055369|AUTORIZADO POR LIC.|DISEÑO PROFESIONAL GRAFICO|PREGRADO|CARRERA PROFESIONAL|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
055|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F02|UPN-LIMA|LIMA|LIMA|F02L03|LIMA|LIMA|LOS OLIVOS|-11.9659256|-77.0682846|AUTORIZADO POR LIC.|ADMINISTRACION BANCARIA Y FINANCIERA|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
023|UNIVERSIDAD NACIONAL HERMILIO VALDIZAN DE HUANUCO|PUBLICO|LICENCIA OTORGADA|6|S|UNHV-HUANUCO|HUANUCO|HUANUCO|SL01|HUANUCO|HUANUCO|PILLCO MARCA|-9.9496157|-76.2501276|AUTORIZADO POR LIC.|INFORMATICA EDUCATIVA|POSGRADO|SEGUNDA ESPECIALIDAD|13|EDUCACION SUPERIOR Y TECNOLOGICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
030|UNIVERSIDAD RICARDO PALMA|PRIVADO|LICENCIA OTORGADA|6|S01|URP-LIMA|LIMA|LIMA|S01L01|LIMA|LIMA|SANTIAGO DE SURCO|-12.1318458|-76.9796463|AUTORIZADO POR LIC.|DERECHO|PREGRADO|CARRERA PROFESIONAL|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
006|UNIVERSIDAD NACIONAL DE INGENIERIA|PUBLICO|LICENCIA OTORGADA|10|S|UNI-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|RIMAC|-12.0220074|-77.0493646|AUTORIZADO POR LIC.|MAESTRIA EN CIENCIAS EN INGENIERIA CIVIL|POSGRADO|MAESTRIA|00|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
051|UNIVERSIDAD NACIONAL DE HUANCAVELICA|PUBLICO|LICENCIA OTORGADA|6|S|UNH-HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|SL01|HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|-12.7781367|-74.9614392|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD PROFESIONAL EN EDUCACION INICIAL|POSGRADO|SEGUNDA ESPECIALIDAD|11|EDUCACION INICIAL Y PRIMARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
008|PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|ARTES ESCENICAS|POSGRADO|MAESTRIA|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
004|UNIVERSIDAD NACIONAL DE TRUJILLO|PUBLICO|LICENCIA OTORGADA|8|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|LA LIBERTAD|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|SEGUNDA ESPECIALIDAD EN FARMACIA CLINICA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
008|PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU|PRIVADO|LICENCIA OTORGADA|10|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|EDUCACION SECUNDARIA CON ESPECIALIDAD EN FRANCES|PREGRADO|CARRERA PROFESIONAL|12|EDUCACION SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LICENCIA OTORGADA|10|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|NEUROLOGIA|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
067A|UNIVERSIDAD CONTINENTAL S.A.C.|PRIVADO|LICENCIA OTORGADA|6|F03|UCONTINENTAL-LIMA|LIMA|LIMA|F03L02|LIMA|LIMA|LOS OLIVOS|-11.9743503|-77.065808|AUTORIZADO POR LIC.|INGENIERIA MECATRONICA|PREGRADO|CARRERA PROFESIONAL|71|INGENIERIA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
068|UNIVERSIDAD CIENTIFICA DEL SUR S.A.C.|PRIVADO|LICENCIA OTORGADA|6|S|UCS-LIMA|LIMA|LIMA|SL03|LIMA|LIMA|MIRAFLORES|-12.1211435|-77.0256582|AUTORIZADO POR LIC.|MAESTRIA EN COMUNICACION CON MENCION EN AUDIOVISUAL Y MULTIMEDIA|POSGRADO|MAESTRIA|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
029|UNIVERSIDAD DE PIURA|PRIVADO|LICENCIA OTORGADA|8|S|UDEP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|PIURA|-5.1766923|-80.6346434|AUTORIZADO POR LIC.|DOCTORADO EN DERECHO|POSGRADO|DOCTORADO|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
013|UNIVERSIDAD NACIONAL DE PIURA|PUBLICO|LICENCIA OTORGADA|6|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|MAESTRIA EN CIENCIAS CONTABLES Y FINANCIERAS CON MENCION EN TRIBUTACION|POSGRADO|MAESTRIA|41|ADMINISTRACION Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
005|UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA|PUBLICO|LICENCIA OTORGADA|10|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL02|AREQUIPA|AREQUIPA|AREQUIPA|-16.4086078|-71.5285764|AUTORIZADO POR LIC.|EDUCACION CON ESPECIALIDAD DE FISICO MATEMATICA|PREGRADO|CARRERA PROFESIONAL|19|OTROS PROGRAMAS EN EDUCACION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
012|UNIVERSIDAD NACIONAL DEL ALTIPLANO|PUBLICO|LICENCIA OTORGADA|6|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|ODONTOLOGIA|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
124|UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA|PUBLICO|LICENCIA OTORGADA|6|S|UNISCJSA-JUNIN|JUNIN|CHANCHAMAYO|SL04|JUNIN|CHANCHAMAYO|SAN RAMON|-11.1195361|-75.3447685|AUTORIZADO POR LIC.|INGENIERIA CIVIL|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCION|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.;
